in:Windows,in:Walls,in:Roof,in:Infiltration,out:<50kWh/m2,out:<80kWh/m2,out:Space heating demand [kWh/m2],out:Cooling demand [kWh/m2],out:Electricity demand [kWh/m2],out:Total Load Intensity [kWh/m2],out:Co2 emissions [kg],out:Peak_Rooms[W],out:LT_rooms,out:Peak_Attic[W],out:LT_Attic,out:pct_cold,out:cold_comf,out:pct_hot,out:hot_comf,img
sing_glazing,h_insulation,l_r_insulation,No gap_s + vA,False,False,143.98829,3.928117,48.4349,229.359572,52741.900332,836.244715,LT-ready,3846.558108,Not LT-ready,0,True,17.134703,False,Windowssing_glazing_Wallsh_insulation_Roofl_r_insulation_InfiltrationNogap_s+vA.png
monumental_glas,h_insulation,l_r_insulation,No gap_s + vA,False,False,115.370153,3.670981,48.177764,200.484299,44770.910471,634.086226,LT-ready,3492.706984,Almost LT-ready,0,True,28.972603,False,Windowsmonumental_glas_Wallsh_insulation_Roofl_r_insulation_InfiltrationNogap_s+vA.png
acht_w_foil,h_insulation,l_r_insulation,No gap_s + vA,False,False,100.430305,3.780163,48.286947,185.653634,40621.940683,526.479962,LT-ready,3316.658664,Almost LT-ready,0,True,40.924658,False,Windowsacht_w_foil_Wallsh_insulation_Roofl_r_insulation_InfiltrationNogap_s+vA.png
HR++,h_insulation,l_r_insulation,No gap_s + vA,False,False,89.09425,3.811431,48.318215,174.348847,37471.197799,439.751879,LT-ready,3179.076765,Almost LT-ready,0,True,53.90411,False,WindowsHR++_Wallsh_insulation_Roofl_r_insulation_InfiltrationNogap_s+vA.png
vacuum_glas,h_insulation,l_r_insulation,No gap_s + vA,False,False,82.196405,3.880559,48.387343,167.52013,35556.525218,384.950503,LT-ready,3093.242199,Almost LT-ready,0,True,64.315068,False,Windowsvacuum_glas_Wallsh_insulation_Roofl_r_insulation_InfiltrationNogap_s+vA.png
sing_glazing,non_insulated_w,m_r_insulation,No gap_s + vA,False,False,166.17036,4.275032,48.781816,251.888558,58927.664499,1099.649045,LT-ready,3854.880363,Not LT-ready,0,True,12.728311,False,Windowssing_glazing_Wallsnon_insulated_w_Roofm_r_insulation_InfiltrationNogap_s+vA.png
monumental_glas,non_insulated_w,m_r_insulation,No gap_s + vA,False,False,137.758966,3.99807,48.504854,223.200202,51013.170452,904.862113,LT-ready,3504.302679,Almost LT-ready,0,True,18.744292,False,Windowsmonumental_glas_Wallsnon_insulated_w_Roofm_r_insulation_InfiltrationNogap_s+vA.png
acht_w_foil,non_insulated_w,m_r_insulation,No gap_s + vA,False,False,122.587886,4.101534,48.608318,208.132586,46799.613037,801.383613,LT-ready,3330.730914,Almost LT-ready,0,True,25.045662,False,Windowsacht_w_foil_Wallsnon_insulated_w_Roofm_r_insulation_InfiltrationNogap_s+vA.png
HR++,non_insulated_w,m_r_insulation,No gap_s + vA,False,False,110.944962,4.142771,48.649555,196.530899,43564.036797,718.184225,LT-ready,3195.948958,Almost LT-ready,0,True,31.038813,False,WindowsHR++_Wallsnon_insulated_w_Roofm_r_insulation_InfiltrationNogap_s+vA.png
vacuum_glas,non_insulated_w,m_r_insulation,No gap_s + vA,False,False,103.644427,4.216946,48.723729,189.304538,41537.638054,665.781165,LT-ready,3112.593837,Almost LT-ready,0,True,36.19863,False,Windowsvacuum_glas_Wallsnon_insulated_w_Roofm_r_insulation_InfiltrationNogap_s+vA.png
