BAG_pand_i	BAG_pand_b	Q_c_kWh 	Elec_kWh	Pec_4_cooling	COP	Q_v_kWh	Delta_T	H	Volume_m3	ACH_hr	Q_all_kWh	Q_all_GJ	BAG_pand_o	Meest_voor	Hoofdfun_1	Gebruiksop	LNG	LAT
3.631E+14	1823	32807.2555	54678.75917	0.12	4	56985.69411	8.698778498	3.3525	801.2475	3	89792.94962	323.2546186	239	C	D	44	4.899325	52.370773
3.631E+14	1905	32944.52436	54907.54059	0.12	4	57224.12798	8.698778498	3.3525	804.6	3	90168.65233	324.6071484	240	C	D	118	4.900474	52.374454
3.631E+14	1653	53243.14793	70990.86391	0.15	4	207646.4706	11.6987785	2.9875	3256.375	2	260889.6186	939.2026269	1090	A	L	1090	4.89912	52.37612
3.631E+14	1801	36471.6	48628.8	0.15	4	170206.8899	9.698778498	3.048923679	804.9158513	8	206678.4899	744.0425636	264	C	H	32	4.891054	52.380418
3.631E+14	1905	51178.41207	68237.88276	0.15	4	153444.0901	9.698778498	3.048923679	725.6438356	8	204622.5022	736.6410079	238	E	H	89	4.896984	52.371366
3.631E+14	1786	54162.39569	72216.52759	0.15	4	146352.1364	9.698778498	3.048923679	692.1056751	8	200514.5321	721.8523154	227	F	H	102	4.890992	52.380634
3.631E+14	1940	33081.79321	55136.32201	0.12	4	57462.56184	8.698778498	3.3525	807.9525	3	90544.35505	325.9596782	241	C	D	129	4.884748	52.363972
3.631E+14	1905	33493.59976	55822.66627	0.12	4	58177.86344	8.698778498	3.3525	818.01	3	91671.46321	330.0172675	244	C	D	36	4.880755	52.375593
3.631E+14	1894	33493.59976	55822.66627	0.12	4	58177.86344	8.698778498	3.3525	818.01	3	91671.46321	330.0172675	244	C	D	50	4.885358	52.381455
3.631E+14	1781	33493.59976	55822.66627	0.12	4	58177.86344	8.698778498	3.3525	818.01	3	91671.46321	330.0172675	244	C	D	114	4.893056	52.379995
3.631E+14	1756	33493.59976	55822.66627	0.12	4	58177.86344	8.698778498	3.3525	818.01	3	91671.46321	330.0172675	244	C	D	122	4.89866	52.363203
3.631E+14	1905	33768.13746	56280.22911	0.12	4	58654.73118	8.698778498	3.3525	824.715	3	92422.86864	332.7223271	246	C	D	50	4.878992	52.369241
3.631E+14	1940	33905.40632	56509.01053	0.12	4	58893.16504	8.698778498	3.3525	828.0675	3	92798.57136	334.0748569	247	C	D	65	4.891662	52.37723
3.631E+14	1758	51608.48276	68811.31034	0.15	4	154733.5363	9.698778498	3.048923679	731.741683	8	206342.019	742.8312684	240	E	H	101	4.902402	52.375459
3.631E+14	1804	33905.40632	56509.01053	0.12	4	58893.16504	8.698778498	3.3525	828.0675	3	92798.57136	334.0748569	247	C	D	59	4.899928	52.370749
3.631E+14	1914	34179.94402	56966.57336	0.12	4	59370.03278	8.698778498	3.3525	834.7725	3	93549.9768	336.7799165	249	C	D	112	4.887063	52.382639
3.631E+14	1867	41410.50517	55214.0069	0.15	4	137326.0134	9.698778498	3.048923679	649.4207436	8	178736.5186	643.4514669	213	D	H	80	4.882798	52.365087
3.631E+14	1987	34179.94402	56966.57336	0.12	4	59370.03278	8.698778498	3.3525	834.7725	3	93549.9768	336.7799165	249	C	D	41	4.882136	52.376831
3.631E+14	1740	51608.48276	68811.31034	0.15	4	154733.5363	9.698778498	3.048923679	731.741683	8	206342.019	742.8312684	240	E	H	129	4.900682	52.375659
3.631E+14	1894	34715.0099	40841.18812	0.17	4	108349.3543	10.6987785	3.050880626	1238.657534	3	143064.3642	515.0317112	406	E	K	194	4.884267	52.383158
3.631E+14	1890	34179.94402	56966.57336	0.12	4	59370.03278	8.698778498	3.3525	834.7725	3	93549.9768	336.7799165	249	C	D	120	4.881621	52.380729
3.631E+14	1887	34317.21287	57195.35478	0.12	4	59608.46664	8.698778498	3.3525	838.125	3	93925.67951	338.1324462	250	C	D	76	4.879305	52.379074
3.631E+14	1935	27773.19439	46288.65732	0.12	4	59846.90051	8.698778498	3.3525	841.4775	3	87620.0949	315.4323416	251	C	D	115	4.882737	52.374281
3.631E+14	1856	45354.78362	60473.04483	0.15	4	111537.0907	9.698778498	3.048923679	527.4637965	8	156891.8743	564.8107476	173	G	H	53	4.910617	52.363908
3.631E+14	1825	27883.84457	46473.07428	0.12	4	60085.33438	8.698778498	3.3525	844.83	3	87969.17895	316.6890442	252	C	D	122	4.880719	52.373562
3.631E+14	1751	29135.35862	38847.14483	0.15	4	179233.0128	9.698778498	3.048923679	847.6007828	8	208368.3714	750.1261372	278	A+	H	118	4.897458	52.365642
3.631E+14	1907	58457.21121	77942.94828	0.15	4	157957.1516	9.698778498	3.048923679	746.9863014	8	216414.3628	779.0917061	245	F	H	88	4.887933	52.382347
3.631E+14	1775	27994.49475	46657.49124	0.12	4	60323.76824	8.698778498	3.3525	848.1825	3	88318.26299	317.9457468	253	C	D	70	4.890593	52.380866
3.631E+14	1899	28105.14492	46841.9082	0.12	4	60562.20211	8.698778498	3.3525	851.535	3	88667.34703	319.2024493	254	C	D	76	4.881202	52.373699
3.631E+14	1743	38391.72277	45166.73267	0.17	4	119824.7786	10.6987785	3.050880626	1369.845401	3	158216.5013	569.5794048	449	E	K	113	4.890963	52.376706
3.631E+14	1997	28215.7951	47026.32517	0.12	4	60800.63598	8.698778498	3.3525	854.8875	3	89016.43108	320.4591519	255	C	D	75	4.885202	52.383611
3.631E+14	1762	20348.78552	27131.71403	0.15	4	84963.60175	11.6987785	2.9875	1332.425	2	105312.3873	379.1245942	446	C	L	180	4.895142	52.371987
3.631E+14	1892	32697.09307	38467.16832	0.17	4	127564.0181	10.6987785	3.050880626	1458.320939	3	160261.1112	576.9400004	478	C	K	94	4.898139	52.362527
3.631E+14	1733	41604.92069	55473.22759	0.15	4	137970.7365	9.698778498	3.048923679	652.4696673	8	179575.6572	646.4723658	214	D	H	70	4.900406	52.37404
3.631E+14	1994	28437.09545	47395.15909	0.12	4	61277.50371	8.698778498	3.3525	861.5925	3	89714.59916	322.972557	257	C	D	110	4.887534	52.382579
3.631E+14	1884	28879.69616	48132.82693	0.12	4	62231.23918	8.698778498	3.3525	875.0025	3	91110.93534	327.9993672	261	C	D	55	4.876708	52.375028
3.631E+14	1718	28990.34634	48317.2439	0.12	4	62469.67304	8.698778498	3.3525	878.355	3	91460.01938	329.2560698	262	C	D	59	4.890922	52.372518
3.631E+14	1971	1777328.323	504922.819	0.88	3	783016.8178	8.698778498	3.3525	11009.61	3	2560345.141	9217.242507	3979	A+	U	3284	4.899754	52.361176
3.631E+14	1755	29100.99651	48501.66086	0.12	4	62708.10691	8.698778498	3.3525	881.7075	3	91809.10342	330.5127723	263	C	D	104	4.88581	52.368739
3.631E+14	1881	29100.99651	48501.66086	0.12	4	62708.10691	8.698778498	3.3525	881.7075	3	91809.10342	330.5127723	263	C	D	86	4.90245	52.373761
3.631E+14	1892	45879.11638	61172.15517	0.15	4	112826.5368	9.698778498	3.048923679	533.5616438	8	158705.6532	571.3403516	175	G	H	46	4.884974	52.363451
3.631E+14	1987	29211.64669	48686.07782	0.12	4	62946.54078	8.698778498	3.3525	885.06	3	92158.18747	331.7694749	264	C	D	22	4.8819	52.376902
3.631E+14	1939	222017.2262	261196.7367	0.17	4	3411048.914	9.698778498	4	21508	6	3633066.14	13079.03811	5377	C	O	5377	4.879292	52.369961
3.631E+14	1782	29211.64669	48686.07782	0.12	4	62946.54078	8.698778498	3.3525	885.06	3	92158.18747	331.7694749	264	C	D	99	4.891213	52.368744
3.631E+14	1939	29322.29687	48870.49478	0.12	4	63184.97464	8.698778498	3.3525	888.4125	3	92507.27151	333.0261774	265	C	D	110	4.885255	52.378911
3.631E+14	1890	29322.29687	48870.49478	0.12	4	63184.97464	8.698778498	3.3525	888.4125	3	92507.27151	333.0261774	265	C	D	103	4.911929	52.366187
3.631E+14	1883	33936.91485	39925.78218	0.17	4	117689.8159	10.6987785	3.050880626	1345.438356	3	151626.7308	545.8562307	441	D	K	441	4.901743	52.359126
3.631E+14	1882	36609.75	48813	0.15	4	170851.6129	9.698778498	3.048923679	807.964775	8	207461.3629	746.8609066	265	C	H	40	4.885037	52.36311
3.631E+14	1905	34398.64158	40468.9901	0.17	4	119291.0379	10.6987785	3.050880626	1363.74364	3	153689.6795	553.2828461	447	D	K	76	4.906424	52.360673
3.631E+14	1807	32970.70891	38789.06931	0.17	4	128631.4995	10.6987785	3.050880626	1470.524462	3	161602.2084	581.7679502	482	C	K	222	4.905941	52.360563
3.631E+14	1848	29432.94704	49054.91174	0.12	4	63423.40851	8.698778498	3.3525	891.765	3	92856.35555	334.28288	266	C	D	72	4.88786	52.361387
3.631E+14	1754	33859.9604	39835.24752	0.17	4	132100.8138	10.6987785	3.050880626	1510.18591	3	165960.7742	597.458787	495	C	K	56	4.883368	52.36916
3.631E+14	1736	36747.9	48997.2	0.15	4	171496.336	9.698778498	3.048923679	811.0136986	8	208244.236	749.6792496	266	C	H	83	4.896135	52.372486
3.631E+14	1905	29543.59722	49239.3287	0.12	4	63661.84238	8.698778498	3.3525	895.1175	3	93205.4396	335.5395825	267	C	D	68	4.886839	52.382971
3.631E+14	1931	29543.59722	49239.3287	0.12	4	63661.84238	8.698778498	3.3525	895.1175	3	93205.4396	335.5395825	267	C	D	108	4.888325	52.363151
3.631E+14	1893	43937.9069	58583.87586	0.15	4	145707.4133	9.698778498	3.048923679	689.0567515	8	189645.3202	682.7231527	226	D	H	80	4.87697	52.372629
3.631E+14	1767	37775.54851	44441.82178	0.17	4	136370.7391	10.6987785	3.050880626	1559	3	174146.2876	626.9266353	511	C	K	217	4.886384	52.364724
3.631E+14	1905	44132.32241	58843.09655	0.15	4	146352.1364	9.698778498	3.048923679	692.1056751	8	190484.4588	685.7440516	227	D	H	114	4.901404	52.361983
3.631E+14	1748	37024.2	49365.6	0.15	4	172785.7821	9.698778498	3.048923679	817.111546	8	209809.9821	755.3159357	268	C	H	71	4.896746	52.371634
3.631E+14	1934	29654.2474	49423.74566	0.12	4	63900.27624	8.698778498	3.3525	898.47	3	93554.52364	336.7962851	268	C	D	146	4.889168	52.376995
3.631E+14	1645	29875.54775	49792.57959	0.12	4	64377.14397	8.698778498	3.3525	905.175	3	94252.69173	339.3096902	270	C	D	144	4.887502	52.377572
3.631E+14	1904	30096.84811	50161.41351	0.12	4	64854.01171	8.698778498	3.3525	911.88	3	94950.85981	341.8230953	272	C	D	60	4.881118	52.373339
3.631E+14	1517	73961.71485	87013.78218	0.17	4	178002.5107	10.6987785	3.050880626	2034.937378	3	251964.2255	907.0712119	667	G	K	667	4.90564	52.372048
3.631E+14	1860	38562.73267	45367.92079	0.17	4	120358.5192	10.6987785	3.050880626	1375.947162	3	158921.2519	572.1165068	451	E	K	126	4.886818	52.378306
3.631E+14	1910	38219.09703	44963.64356	0.17	4	137971.961	10.6987785	3.050880626	1577.305284	3	176191.0581	634.2878091	517	C	K	63	4.886	52.380577
3.631E+14	1914	37300.5	49734	0.15	4	174075.2283	9.698778498	3.048923679	823.2093933	8	211375.7283	760.9526218	270	C	H	113	4.881874	52.376605
3.631E+14	1900	44909.98448	59879.97931	0.15	4	148931.0286	9.698778498	3.048923679	704.3013699	8	193841.0131	697.8276472	231	D	H	70	4.882151	52.376795
3.631E+14	1769	45104.4	60139.2	0.15	4	149575.7517	9.698778498	3.048923679	707.3502935	8	194680.1517	700.8485462	232	D	H	105	4.883592	52.368802
3.631E+14	1932	45493.23103	60657.64138	0.15	4	150865.1978	9.698778498	3.048923679	713.4481409	8	196358.4289	706.890344	234	D	H	0	4.880823	52.379881
3.631E+14	1638	38990.25743	45870.89109	0.17	4	121692.8709	10.6987785	3.050880626	1391.201566	3	160683.1283	578.4592619	456	E	K	67	4.891373	52.378092
3.631E+14	1854	34552.5505	40650.05941	0.17	4	119824.7786	10.6987785	3.050880626	1369.845401	3	154377.329	555.7583846	449	D	K	148	4.908555	52.371386
3.631E+14	1865	81231.54772	95566.52673	0.17	4	269805.9045	10.6987785	3.050880626	3084.440313	3	351037.4522	1263.734828	1011	B	K	90	4.885799	52.363257
3.631E+14	1783	45493.23103	60657.64138	0.15	4	150865.1978	9.698778498	3.048923679	713.4481409	8	196358.4289	706.890344	234	D	H	75	4.883288	52.372333
3.631E+14	1883	30318.14846	50530.24743	0.12	4	65330.87944	8.698778498	3.3525	918.585	3	95649.0279	344.3365004	274	C	D	42	4.9313	52.371386
3.631E+14	1905	35552.95842	41827.0099	0.17	4	123294.0929	10.6987785	3.050880626	1409.506849	3	158847.0513	571.8493846	462	D	K	200	4.889055	52.364817
3.631E+14	1911	37198.93545	43763.45347	0.17	4	167861.4381	10.6987785	3.050880626	1919.003914	3	205060.3735	738.2173448	629	A+	K	182	4.896348	52.378481
3.631E+14	1980	38884.4198	45746.37624	0.17	4	140373.794	10.6987785	3.050880626	1604.763209	3	179258.2138	645.3295698	526	C	K	147	4.895187	52.378557
3.631E+14	2017	38381.73149	45154.97822	0.17	4	173198.8447	10.6987785	3.050880626	1980.021526	3	211580.5762	761.6900743	649	A	K	61	4.909688	52.371175
3.631E+14	1883	30318.14846	50530.24743	0.12	4	65330.87944	8.698778498	3.3525	918.585	3	95649.0279	344.3365004	274	C	D	42	4.931387	52.37144
3.631E+14	1982	30428.79864	50714.66439	0.12	4	65569.31331	8.698778498	3.3525	921.9375	3	95998.11194	345.593203	275	C	D	39	4.885632	52.362447
3.631E+14	1735	30650.09899	51083.49832	0.12	4	66046.18104	8.698778498	3.3525	928.6425	3	96696.28003	348.1066081	277	C	D	138	4.887204	52.366238
3.631E+14	1856	59411.61466	79215.48621	0.15	4	160536.0439	9.698778498	3.048923679	759.1819961	8	219947.6585	791.8115707	249	F	H	100	4.88301	52.378668
3.631E+14	1905	37714.95	50286.6	0.15	4	176009.3975	9.698778498	3.048923679	832.3561644	8	213724.3475	769.4076509	273	C	H	85	4.891503	52.366516
3.631E+14	1735	46465.30862	61953.74483	0.15	4	154088.8132	9.698778498	3.048923679	728.6927593	8	200554.1218	721.9948385	239	D	H	80	4.890335	52.372416
3.631E+14	1717	46665.61552	62220.82069	0.15	4	114760.7061	9.698778498	3.048923679	542.7084149	8	161426.3216	581.1347577	178	G	H	57	4.900564	52.374337
3.631E+14	1905	75957.68317	89361.9802	0.17	4	182806.1766	10.6987785	3.050880626	2089.853229	3	258763.8598	931.5498953	685	G	K	364	4.896645	52.374195
3.631E+14	1928	30650.09899	51083.49832	0.12	4	66046.18104	8.698778498	3.3525	928.6425	3	96696.28003	348.1066081	277	C	D	142	4.882547	52.378091
3.631E+14	1933	47189.94828	62919.93103	0.15	4	116050.1522	9.698778498	3.048923679	548.8062622	8	163240.1005	587.6643617	180	G	H	32	4.879914	52.370764
3.631E+14	1745	48020.63276	64027.51034	0.15	4	159246.5977	9.698778498	3.048923679	753.0841487	8	207267.2305	746.1620297	247	D	H	33	4.89223	52.380279
3.631E+14	1908	30650.09899	51083.49832	0.12	4	66046.18104	8.698778498	3.3525	928.6425	3	96696.28003	348.1066081	277	C	D	97	4.882083	52.367241
3.631E+14	1930	30650.09899	51083.49832	0.12	4	66046.18104	8.698778498	3.3525	928.6425	3	96696.28003	348.1066081	277	C	D	116	4.900837	52.374887
3.631E+14	1936	37991.25	50655	0.15	4	177298.8436	9.698778498	3.048923679	838.4540117	8	215290.0936	775.044337	275	C	H	83	4.883809	52.370457
3.631E+14	1884	31203.34987	52005.58312	0.12	4	67238.35037	8.698778498	3.3525	945.405	3	98441.70025	354.3901209	282	C	D	90	4.875792	52.371654
3.631E+14	1726	31424.65023	52374.41705	0.12	4	67715.21811	8.698778498	3.3525	952.11	3	99139.86833	356.903526	284	C	D	77	4.88978	52.366977
3.631E+14	1905	31867.25094	53112.08489	0.12	4	68668.95357	8.698778498	3.3525	965.52	3	100536.2045	361.9303362	288	C	D	53	4.877515	52.376352
3.631E+14	1810	39615.70345	52820.93793	0.15	4	162470.2131	9.698778498	3.048923679	768.3287671	8	202085.9165	727.5092994	252	D	H	85	4.899974	52.375881
3.631E+14	1764	40244.52414	53659.36552	0.15	4	165049.1053	9.698778498	3.048923679	780.5244618	8	205293.6295	739.0570661	256	D	H	105	4.898524	52.363517
3.631E+14	1788	31977.90111	53296.50185	0.12	4	68907.38744	8.698778498	3.3525	968.8725	3	100885.2886	363.1870388	289	C	D	100	4.892304	52.380262
3.631E+14	1788	31977.90111	53296.50185	0.12	4	68907.38744	8.698778498	3.3525	968.8725	3	100885.2886	363.1870388	289	C	D	68	4.892377	52.380235
3.631E+14	1905	32088.55129	53480.91882	0.12	4	69145.82131	8.698778498	3.3525	972.225	3	101234.3726	364.4437413	290	C	D	80	4.882564	52.374019
3.631E+14	1714	32531.152	54218.58666	0.12	4	70099.55677	8.698778498	3.3525	985.635	3	102630.7088	369.4705516	294	C	D	98	4.897275	52.371609
3.631E+14	1879	32641.80217	54403.00362	0.12	4	70337.99064	8.698778498	3.3525	988.9875	3	102979.7928	370.7272541	295	C	D	60	4.891266	52.366704
3.631E+14	1931	32752.45235	54587.42058	0.12	4	70576.42451	8.698778498	3.3525	992.34	3	103328.8769	371.9839567	296	C	D	135	4.900779	52.37485
3.631E+14	1996	32752.45235	54587.42058	0.12	4	70576.42451	8.698778498	3.3525	992.34	3	103328.8769	371.9839567	296	C	D	59	4.884797	52.379116
3.631E+14	1897	32973.7527	54956.25451	0.12	4	71053.29224	8.698778498	3.3525	999.045	3	104027.0449	374.4973618	298	C	D	130	4.882071	52.366998
3.631E+14	1762	41502.16552	55336.22069	0.15	4	170206.8899	9.698778498	3.048923679	804.9158513	8	211709.0554	762.1525994	264	D	H	70	4.900893	52.372406
3.631E+14	1929	33084.40288	55140.67147	0.12	4	71291.72611	8.698778498	3.3525	1002.3975	3	104376.129	375.7540644	299	C	D	148	4.878453	52.372672
3.631E+14	1857	33305.70323	55509.50539	0.12	4	71768.59384	8.698778498	3.3525	1009.1025	3	105074.2971	378.2674695	301	C	D	70	4.885392	52.362896
3.631E+14	1871	38129.4	50839.2	0.15	4	177943.5667	9.698778498	3.048923679	841.5029354	8	216072.9667	777.8626801	276	C	H	64	4.881013	52.372278
3.631E+14	1887	33305.70323	55509.50539	0.12	4	71768.59384	8.698778498	3.3525	1009.1025	3	105074.2971	378.2674695	301	C	D	78	4.879204	52.378912
3.631E+14	1879	36168.59406	42551.28713	0.17	4	125429.0555	10.6987785	3.050880626	1433.913894	3	161597.6496	581.7515384	470	D	K	254	4.887424	52.36099
3.631E+14	1980	33305.70323	55509.50539	0.12	4	71768.59384	8.698778498	3.3525	1009.1025	3	105074.2971	378.2674695	301	C	D	66	4.886854	52.377785
3.631E+14	1997	42935.49624	50512.34851	0.17	4	193747.8602	10.6987785	3.050880626	2214.939335	3	236683.3564	852.0600832	726	A	K	726	4.888317	52.383508
3.631E+14	1771	29344.96552	39126.62069	0.15	4	180522.459	9.698778498	3.048923679	853.6986301	8	209867.4245	755.5227281	280	A	H	102	4.898986	52.374933
3.631E+14	1726	33305.70323	55509.50539	0.12	4	71768.59384	8.698778498	3.3525	1009.1025	3	105074.2971	378.2674695	301	C	D	142	4.897957	52.364341
3.631E+14	1996	40141.14059	47224.87129	0.17	4	144910.5897	10.6987785	3.050880626	1656.62818	3	185051.7302	666.1862289	543	C	K	50	4.897728	52.361141
3.631E+14	2004	33748.30394	56247.17324	0.12	4	72722.32931	8.698778498	3.3525	1022.5125	3	106470.6332	383.2942797	305	C	D	78	4.912474	52.366009
3.631E+14	1765	33969.6043	56616.00716	0.12	4	73199.19704	8.698778498	3.3525	1029.2175	3	107168.8013	385.8076848	307	C	D	123	4.888209	52.373441
3.631E+14	1895	34412.205	57353.67501	0.12	4	74152.9325	8.698778498	3.3525	1042.6275	3	108565.1375	390.834495	311	C	D	85	4.911434	52.36578
3.631E+14	1889	38129.4	50839.2	0.15	4	177943.5667	9.698778498	3.048923679	841.5029354	8	216072.9667	777.8626801	276	C	H	63	4.911333	52.365672
3.631E+14	1873	34522.85518	57538.09197	0.12	4	74391.36637	8.698778498	3.3525	1045.98	3	108914.2216	392.0911976	312	C	D	156	4.912195	52.370133
3.631E+14	1884	38405.7	51207.6	0.15	4	179233.0128	9.698778498	3.048923679	847.6007828	8	217638.7128	783.4993662	278	C	H	85	4.875912	52.371474
3.631E+14	1892	34744.15553	57906.92589	0.12	4	74868.2341	8.698778498	3.3525	1052.685	3	109612.3896	394.6046027	314	C	D	58	4.879741	52.378169
3.631E+14	1921	35076.10606	58460.17677	0.12	4	75583.5357	8.698778498	3.3525	1062.7425	3	110659.6418	398.3747104	317	C	D	41	4.879255	52.369314
3.631E+14	1760	35076.10606	58460.17677	0.12	4	75583.5357	8.698778498	3.3525	1062.7425	3	110659.6418	398.3747104	317	C	D	191	4.89362	52.379422
3.631E+14	1835	39161.26733	46072.07921	0.17	4	122226.6115	10.6987785	3.050880626	1397.303327	3	161387.8789	580.9963639	458	E	K	94	4.881335	52.365862
3.631E+14	1872	35076.10606	58460.17677	0.12	4	75583.5357	8.698778498	3.3525	1062.7425	3	110659.6418	398.3747104	317	C	D	88	4.881962	52.368876
3.631E+14	1893	76401.23168	89883.80198	0.17	4	183873.658	10.6987785	3.050880626	2102.056751	3	260274.8896	936.9896027	689	G	K	109	4.892526	52.360328
3.631E+14	1905	29554.57241	39406.09655	0.15	4	181811.9051	9.698778498	3.048923679	859.7964775	8	211366.4775	760.919319	282	A	H	71	4.890572	52.368337
3.631E+14	2007	43586.03406	51277.68713	0.17	4	196683.4338	10.6987785	3.050880626	2248.499022	3	240269.4679	864.9700844	737	A	K	83	4.897992	52.361187
3.631E+14	1813	43940.87287	51695.14455	0.17	4	198284.6558	10.6987785	3.050880626	2266.804305	3	242225.5287	872.0119033	743	A	K	288	4.922654	52.365519
3.631E+14	1765	35076.10606	58460.17677	0.12	4	75583.5357	8.698778498	3.3525	1062.7425	3	110659.6418	398.3747104	317	C	D	126	4.88375	52.370465
3.631E+14	1793	35408.05659	59013.42766	0.12	4	76298.8373	8.698778498	3.3525	1072.8	3	111706.8939	402.144818	320	C	D	130	4.898861	52.371598
3.631E+14	1878	35518.70677	59197.84462	0.12	4	76537.27117	8.698778498	3.3525	1076.1525	3	112055.9779	403.4015206	321	C	D	105	4.881596	52.370079
3.631E+14	1954	35518.70677	59197.84462	0.12	4	76537.27117	8.698778498	3.3525	1076.1525	3	112055.9779	403.4015206	321	C	D	0	4.883704	52.375804
3.631E+14	1703	35961.30748	59935.51247	0.12	4	77491.00664	8.698778498	3.3525	1089.5625	3	113452.3141	408.4283308	325	C	D	325	4.894316	52.374923
3.631E+14	1892	36293.25801	60488.76335	0.12	4	78206.30824	8.698778498	3.3525	1099.62	3	114499.5662	412.1984385	328	C	D	114	4.882136	52.367717
3.631E+14	1938	36211.34653	42601.58416	0.17	4	102745.0774	10.6987785	3.050880626	1174.589041	3	138956.4239	500.2431261	385	F	K	137	4.890118	52.361648
3.631E+14	1991	36403.90819	60673.18031	0.12	4	78444.7421	8.698778498	3.3525	1102.9725	3	114848.6503	413.455141	329	C	D	139	4.896625	52.377296
3.631E+14	1856	36403.90819	60673.18031	0.12	4	78444.7421	8.698778498	3.3525	1102.9725	3	114848.6503	413.455141	329	C	D	116	4.912003	52.366169
3.631E+14	1843	36514.55836	60857.59727	0.12	4	78683.17597	8.698778498	3.3525	1106.325	3	115197.7343	414.7118436	330	C	D	137	4.88129	52.373708
3.631E+14	1860	37810.28911	44482.69307	0.17	4	107281.873	10.6987785	3.050880626	1226.454012	3	145092.1621	522.3317836	402	F	K	125	4.897718	52.360763
3.631E+14	1942	42211.03366	49660.0396	0.17	4	152382.9589	10.6987785	3.050880626	1742.052838	3	194593.9926	700.5383733	571	C	K	352	4.886637	52.385244
3.631E+14	1750	36938.13861	43456.63366	0.17	4	128097.7588	10.6987785	3.050880626	1464.422701	3	165035.8974	594.1292307	480	D	K	43	4.897887	52.37474
3.631E+14	1825	36514.55836	60857.59727	0.12	4	78683.17597	8.698778498	3.3525	1106.325	3	115197.7343	414.7118436	330	C	D	0	4.879679	52.369468
3.631E+14	1851	36735.85872	61226.4312	0.12	4	79160.0437	8.698778498	3.3525	1113.03	3	115895.9024	417.2252487	332	C	D	88	4.880385	52.369345
3.631E+14	1882	37178.45942	61964.09904	0.12	4	80113.77917	8.698778498	3.3525	1126.44	3	117292.2386	422.2520589	336	C	D	88	4.931212	52.37134
3.631E+14	1768	37289.1096	62148.516	0.12	4	80352.21304	8.698778498	3.3525	1129.7925	3	117641.3226	423.5087615	337	C	D	109	4.883743	52.372326
3.631E+14	1763	38543.85	51391.8	0.15	4	179877.7359	9.698778498	3.048923679	850.6497065	8	218421.5859	786.3177092	279	C	H	64	4.897366	52.370046
3.631E+14	1688	39332.27723	46273.26733	0.17	4	122760.3522	10.6987785	3.050880626	1403.405088	3	162092.6294	583.5334659	460	E	K	230	4.908436	52.371466
3.631E+14	1881	42284.95842	49747.0099	0.17	4	152649.8292	10.6987785	3.050880626	1745.103718	3	194934.7877	701.7652356	572	C	K	67	4.884079	52.368597
3.631E+14	1748	38682	51576	0.15	4	180522.459	9.698778498	3.048923679	853.6986301	8	219204.459	789.1360523	280	C	H	58	4.891097	52.37526
3.631E+14	1873	37399.75978	62332.93296	0.12	4	80590.6469	8.698778498	3.3525	1133.145	3	117990.4067	424.765464	338	C	D	74	4.887218	52.362409
3.631E+14	1765	37842.36049	63070.60081	0.12	4	81544.38237	8.698778498	3.3525	1146.555	3	119386.7429	429.7922743	342	C	D	140	4.888733	52.371295
3.631E+14	1788	48238.61379	64318.15172	0.15	4	118629.0445	9.698778498	3.048923679	561.0019569	8	166867.6583	600.7235697	184	G	H	37	4.895772	52.376061
3.631E+14	1939	38395.61137	63992.68562	0.12	4	82736.5517	8.698778498	3.3525	1163.3175	3	121132.1631	436.0757871	347	C	D	65	4.889751	52.381339
3.631E+14	1722	38616.91172	64361.51954	0.12	4	83213.41943	8.698778498	3.3525	1170.0225	3	121830.3312	438.5891922	349	C	D	160	4.895129	52.378413
3.631E+14	1993	38616.91172	64361.51954	0.12	4	83213.41943	8.698778498	3.3525	1170.0225	3	121830.3312	438.5891922	349	C	D	81	4.892423	52.380065
3.631E+14	1745	48762.94655	65017.26207	0.15	4	119918.4906	9.698778498	3.048923679	567.0998043	8	168681.4371	607.2531737	186	G	H	63	4.89869	52.373808
3.631E+14	1708	39059.51243	65099.18739	0.12	4	84167.1549	8.698778498	3.3525	1183.4325	3	123226.6673	443.6160024	353	C	D	102	4.900735	52.374814
3.631E+14	1771	39170.16261	65283.60435	0.12	4	84405.58877	8.698778498	3.3525	1186.785	3	123575.7514	444.872705	354	C	D	125	4.88572	52.370258
3.631E+14	1740	39170.16261	65283.60435	0.12	4	84405.58877	8.698778498	3.3525	1186.785	3	123575.7514	444.872705	354	C	D	172	4.883358	52.38426
3.631E+14	1905	42602.60172	56803.46897	0.15	4	174719.9513	9.698778498	3.048923679	826.258317	8	217322.5531	782.3611911	271	D	H	62	4.900194	52.370543
3.631E+14	1758	39723.41349	66205.68915	0.12	4	85597.7581	8.698778498	3.3525	1203.5475	3	125321.1716	451.1562177	359	C	D	187	4.898856	52.362682
3.631E+14	1861	44118.29228	51903.87327	0.17	4	199085.2668	10.6987785	3.050880626	2275.956947	3	243203.5591	875.5328127	746	A	K	873	4.901246	52.360292
3.631E+14	1905	43545.83276	58061.11034	0.15	4	178588.2898	9.698778498	3.048923679	844.5518591	8	222134.1225	799.6828411	277	D	H	102	4.896769	52.368228
3.631E+14	1896	39944.71385	66574.52308	0.12	4	86074.62583	8.698778498	3.3525	1210.2525	3	126019.3397	453.6696228	361	C	D	150	4.880458	52.369373
3.631E+14	1997	39944.71385	66574.52308	0.12	4	86074.62583	8.698778498	3.3525	1210.2525	3	126019.3397	453.6696228	361	C	D	105	4.885435	52.383747
