BAG_pand_i	BAG_pand_b	Q_c_kWh 	Elec_kWh	Pec_4_cooling	COP	Q_v_kWh	Delta_T	H	Volume_m3	ACH_hr	Q_all_kWh	Q_all_GJ	BAG_pand_o	Meest_voor	Hoofdfun_1	Gebruiksop	LNG	LAT
3.631E+14	1910	34475.59604	40559.52475	0.17	4	89668.43116	10.6987785	3.050880626	1025.09589	3	124144.0272	446.9184979	336	G	K	277	4.887523	52.373124
3.631E+14	2005	62448.62069	83264.82759	0.15	4	257889.2271	9.698778498	3.048923679	1219.569472	8	320337.8478	1153.216252	400	B	H	90	4.904827	52.361727
3.631E+14	1935	33545.51379	44727.35172	0.15	4	100576.7986	9.698778498	3.048923679	475.6320939	8	134122.3124	482.8403245	156	E	H	60	4.887219	52.370147
3.631E+14	1915	565074.048	160532.4	0.88	3	157127.9181	8.698778498	3.3525	2209.2975	3	722201.9661	2599.927078	1381	C	U	659	4.879343	52.36935
3.631E+14	1989	42068.14343	70113.57238	0.12	4	118978.4994	8.698778498	3.3525	1672.8975	3	161046.6429	579.7679143	499	A	D	0	4.884742	52.378792
3.631E+14	1742	35444.84057	59074.73429	0.12	4	120409.1026	8.698778498	3.3525	1693.0125	3	155853.9432	561.0741955	505	A+	D	227	4.898048	52.364135
3.631E+14	1997	62916.98534	83889.31379	0.15	4	259823.3963	9.698778498	3.048923679	1228.716243	8	322740.3816	1161.865374	403	B	H	78	4.907113	52.36082
3.631E+14	1710	35795.77959	59659.63264	0.12	4	121601.272	8.698778498	3.3525	1709.775	3	157397.0515	566.6293855	510	A	D	49	4.903336	52.363833
3.631E+14	1905	33819.46293	45092.61724	0.15	4	83169.27573	9.698778498	3.048923679	393.3111546	8	116988.7387	421.1594592	129	G	H	45	4.897295	52.37249
3.631E+14	1900	36006.343	60010.57166	0.12	4	122316.5736	8.698778498	3.3525	1719.8325	3	158322.9165	569.9624996	513	A	D	15	4.900621	52.371794
3.631E+14	1598	36357.28201	60595.47002	0.12	4	123508.7429	8.698778498	3.3525	1736.595	3	159866.0249	575.5176896	518	A	D	33	4.89893	52.375984
3.631E+14	1877	63853.71466	85138.28621	0.15	4	263691.7347	9.698778498	3.048923679	1247.009785	8	327545.4493	1179.163618	409	B	H	131	4.892827	52.359638
3.631E+14	1936	31436.4	41915.2	0.15	4	118629.0445	9.698778498	3.048923679	561.0019569	8	150065.4445	540.2356001	184	C	H	63	4.903088	52.371786
3.631E+14	1916	36732.92673	43215.20792	0.17	4	95539.57844	10.6987785	3.050880626	1092.215264	3	132272.5052	476.1810186	358	G	K	358	4.877388	52.372074
3.631E+14	1777	33760.54914	45014.06552	0.15	4	101221.5216	9.698778498	3.048923679	478.6810176	8	134982.0708	485.9354548	157	E	H	55	4.887742	52.373205
3.631E+14	1903	36778.40883	61297.34805	0.12	4	124939.3461	8.698778498	3.3525	1756.71	3	161717.7549	582.1839177	524	A	D	233	4.883259	52.364549
3.631E+14	1825	21758.65347	25598.41584	0.17	4	60312.69477	10.6987785	3.050880626	689.4990215	3	82071.34824	295.4568537	226	E	K	67	4.882212	52.380471
3.631E+14	1875	24252.23366	28532.0396	0.17	4	61113.30576	10.6987785	3.050880626	698.6516634	3	85365.53943	307.3159419	229	F	K	0	4.879096	52.371659
3.631E+14	1905	38887.65149	45750.17822	0.17	4	101143.8554	10.6987785	3.050880626	1156.283757	3	140031.5069	504.1134248	379	G	K	103	4.88579	52.366654
3.631E+14	1803	9905.142857	13206.85714	0.15	4	40767.28873	11.6987785	2.9875	639.325	2	50672.43159	182.4207537	214	D	L	58	4.899326	52.376058
3.631E+14	1990	36988.97224	61648.28707	0.12	4	125654.6477	8.698778498	3.3525	1766.7675	3	162643.6199	585.5170317	527	A	D	56	4.887847	52.382202
3.631E+14	1877	20315.97624	23901.14851	0.17	4	79260.48826	10.6987785	3.050880626	906.111546	3	99576.4645	358.4752722	297	C	K	62	4.899517	52.366667
3.631E+14	1978	37550.47466	62584.12444	0.12	4	127562.1186	8.698778498	3.3525	1793.5875	3	165112.5933	594.4053358	535	A	D	150	4.89897	52.36173
3.631E+14	1877	20931.61188	24625.42574	0.17	4	81662.32124	10.6987785	3.050880626	933.5694716	3	102593.9331	369.3381592	306	C	K	306	4.89856	52.358924
3.631E+14	1005	31607.25	42143	0.15	4	119273.7675	9.698778498	3.048923679	564.0508806	8	150881.0175	543.1716631	185	C	H	57	4.880575	52.369409
3.631E+14	1976	21273.63168	25027.80198	0.17	4	82996.67289	10.6987785	3.050880626	948.8238748	3	104270.3046	375.3730965	311	C	K	129	4.880397	52.373498
3.631E+14	1759	31948.95	42598.6	0.15	4	120563.2137	9.698778498	3.048923679	570.148728	8	152512.1637	549.0437892	187	C	H	53	4.88858	52.3692
3.631E+14	1717	38041.78929	63402.98214	0.12	4	129231.1557	8.698778498	3.3525	1817.055	3	167272.945	602.1826019	542	A	D	247	4.89869	52.363167
3.631E+14	1905	21758.65347	25598.41584	0.17	4	60312.69477	10.6987785	3.050880626	689.4990215	3	82071.34824	295.4568537	226	E	K	64	4.88476	52.386324
3.631E+14	1895	21752.45941	25591.12871	0.17	4	84864.76521	10.6987785	3.050880626	970.1800391	3	106617.2246	383.8220086	318	C	K	318	4.884162	52.369029
3.631E+14	1914	38462.9161	64104.86017	0.12	4	130661.7589	8.698778498	3.3525	1837.17	3	169124.675	608.84883	548	A	D	100	4.877527	52.372766
3.631E+14	1940	32119.8	42826.4	0.15	4	121207.9367	9.698778498	3.048923679	573.1976517	8	153327.7367	551.9798522	188	C	H	70	4.885439	52.363894
3.631E+14	1706	33760.54914	45014.06552	0.15	4	101221.5216	9.698778498	3.048923679	478.6810176	8	134982.0708	485.9354548	157	E	H	50	4.899979	52.37411
3.631E+14	1886	39234.98194	65391.63657	0.12	4	133284.5314	8.698778498	3.3525	1874.0475	3	172519.5134	621.0702481	559	A	D	233	4.884816	52.383906
3.631E+14	1879	14556.36277	17125.13267	0.17	4	70987.50801	10.6987785	3.050880626	811.5342466	3	85543.87078	307.9579348	266	A	K	107	4.876507	52.372061
3.631E+14	2000	23517.28158	27667.3901	0.17	4	101944.4664	10.6987785	3.050880626	1165.436399	3	125461.748	451.6622927	382	B	K	127	4.887428	52.375065
3.631E+14	1715	39305.16974	65508.61624	0.12	4	133522.9653	8.698778498	3.3525	1877.4	3	172828.135	622.1812861	560	A	D	559	4.891929	52.371686
3.631E+14	1806	34868.12845	46490.83793	0.15	4	85748.16801	9.698778498	3.048923679	405.5068493	8	120616.2965	434.2186672	133	G	H	59	4.888715	52.370253
3.631E+14	1810	39796.48436	66327.47394	0.12	4	135192.0023	8.698778498	3.3525	1900.8675	3	174988.4867	629.9585522	567	A	D	252	4.891351	52.37482
3.631E+14	1762	24502.29861	28826.23366	0.17	4	106214.3917	10.6987785	3.050880626	1214.250489	3	130716.6903	470.580085	398	B	K	95	4.882919	52.368637
3.631E+14	1875	21951.20792	25824.9505	0.17	4	60846.43543	10.6987785	3.050880626	695.6007828	3	82797.64335	298.0715161	228	E	K	150	4.878692	52.372295
3.631E+14	1905	14994.14812	17640.17426	0.17	4	73122.47065	10.6987785	3.050880626	835.9412916	3	88116.61877	317.2198276	274	A	K	83	4.893415	52.359613
3.631E+14	1905	40498.3624	67497.27066	0.12	4	137576.341	8.698778498	3.3525	1934.3925	3	178074.7034	641.0689323	577	A	D	108	4.903776	52.363934
3.631E+14	1692	25918.26059	30492.07129	0.17	4	112352.4093	10.6987785	3.050880626	1284.420744	3	138270.6699	497.7744116	421	B	K	100	4.889137	52.364089
3.631E+14	1993	41902.11846	69836.8641	0.12	4	142345.0183	8.698778498	3.3525	2001.4425	3	184247.1368	663.2896925	597	A	D	0	4.905583	52.373279
3.631E+14	2007	41972.30626	69953.84377	0.12	4	142583.4522	8.698778498	3.3525	2004.795	3	184555.7585	664.4007305	598	A	D	78	4.929534	52.370318
3.631E+14	1720	42042.49406	70070.82344	0.12	4	142821.8861	8.698778498	3.3525	2008.1475	3	184864.3801	665.5117685	599	A	D	599	4.891086	52.369633
3.631E+14	1735	42954.9355	71591.55917	0.12	4	145921.5263	8.698778498	3.3525	2051.73	3	188876.4618	679.9552626	612	A	D	33	4.88527	52.372395
3.631E+14	1739	43025.12331	71708.53885	0.12	4	146159.9602	8.698778498	3.3525	2055.0825	3	189185.0835	681.0663007	613	A	D	227	4.891664	52.361214
3.631E+14	1905	21957.67129	25832.55446	0.17	4	85665.3762	10.6987785	3.050880626	979.332681	3	107623.0475	387.442971	321	C	K	34	4.901267	52.373145
3.631E+14	1974	43095.31111	71825.51852	0.12	4	146398.3941	8.698778498	3.3525	2058.435	3	189493.7052	682.1773387	614	A++	D	126	4.8837	52.364479
3.631E+14	1956	43235.68672	72059.47786	0.12	4	146875.2618	8.698778498	3.3525	2065.14	3	190110.9485	684.3994147	616	A++	D	130	4.883449	52.364631
3.631E+14	2007	43727.00134	72878.33556	0.12	4	148544.2989	8.698778498	3.3525	2088.6075	3	192271.3002	692.1766808	623	A	D	280	4.888547	52.377361
3.631E+14	1927	43867.37694	73112.29491	0.12	4	149021.1666	8.698778498	3.3525	2095.3125	3	192888.5436	694.3987568	625	A	D	625	4.891467	52.368377
3.631E+14	1734	38414.73879	51219.65172	0.15	4	103800.4139	9.698778498	3.048923679	490.8767123	8	142215.1527	511.9745497	161	F	H	36	4.902395	52.366687
3.631E+14	1750	44920.19399	74866.98999	0.12	4	152597.6746	8.698778498	3.3525	2145.6	3	197517.8686	711.064327	640	A	D	359	4.890549	52.374332
3.631E+14	1736	45130.7574	75217.929	0.12	4	153312.9762	8.698778498	3.3525	2155.6575	3	198443.7336	714.397441	643	A+	D	210	4.892394	52.370807
3.631E+14	1768	48008.45733	80014.09555	0.12	4	163088.7647	8.698778498	3.3525	2293.11	3	211097.2221	759.9499994	684	A	D	236	4.885441	52.37023
3.631E+14	1906	32119.8	42826.4	0.15	4	121207.9367	9.698778498	3.048923679	573.1976517	8	153327.7367	551.9798522	188	C	H	100	4.895648	52.377966
3.631E+14	1853	49622.7768	82704.628	0.12	4	168572.7437	8.698778498	3.3525	2370.2175	3	218195.5205	785.5038737	707	A	D	110	4.894818	52.374709
3.631E+14	1900	49692.9646	82821.60767	0.12	4	168811.1775	8.698778498	3.3525	2373.57	3	218504.1421	786.6149117	708	A	D	83	4.901759	52.372518
3.631E+14	1905	50254.46703	83757.44505	0.12	4	170718.6485	8.698778498	3.3525	2400.39	3	220973.1155	795.5032158	716	A	D	137	4.886417	52.37222
3.631E+14	1939	22240.0396	26164.75248	0.17	4	61647.04643	10.6987785	3.050880626	704.7534247	3	83887.08603	301.9935097	231	E	K	59	4.883187	52.382551
3.631E+14	2005	50535.21824	84225.36373	0.12	4	171672.3839	8.698778498	3.3525	2413.8	3	222207.6022	799.9473678	720	A	D	96	4.902596	52.368396
3.631E+14	1997	50815.96945	84693.28242	0.12	4	172626.1194	8.698778498	3.3525	2427.21	3	223442.0889	804.3915199	724	A	D	100	4.879842	52.370601
3.631E+14	1747	52289.91332	87149.85553	0.12	4	177633.2306	8.698778498	3.3525	2497.6125	3	229923.1439	827.7233181	745	A	D	96	4.892535	52.371329
3.631E+14	1746	23778.92673	27975.20792	0.17	4	82462.93223	10.6987785	3.050880626	942.7221135	3	106241.859	382.4706923	309	D	K	60	4.886311	52.377747
3.631E+14	1738	32290.65	43054.2	0.15	4	121852.6598	9.698778498	3.048923679	576.2465753	8	154143.3098	554.9159153	189	C	H	37	4.897995	52.364908
3.631E+14	1752	25144.4069	33525.87586	0.15	4	125076.2751	9.698778498	3.048923679	591.4911937	8	150220.682	540.7944553	194	A	H	64	4.898912	52.37496
3.631E+14	1726	55378.17665	92296.96109	0.12	4	188124.3207	8.698778498	3.3525	2645.1225	3	243502.4974	876.6089906	789	A	D	133	4.889198	52.363846
3.631E+14	1758	55869.49128	93115.81879	0.12	4	189793.3578	8.698778498	3.3525	2668.59	3	245662.8491	884.3862566	796	A	D	411	4.886019	52.37238
3.631E+14	1900	32803.2	43737.6	0.15	4	123786.829	9.698778498	3.048923679	585.3933464	8	156590.029	563.7241044	192	C	H	63	4.899816	52.366254
3.631E+14	1905	59238.50583	98730.84304	0.12	4	201238.1834	8.698778498	3.3525	2829.51	3	260476.6892	937.7160812	844	A	D	86	4.879459	52.373269
3.631E+14	2006	59870.19605	99783.66009	0.12	4	203384.0882	8.698778498	3.3525	2859.6825	3	263254.2842	947.7154233	853	A	D	91	4.889754	52.361431
3.631E+14	1918	60642.26189	101070.4365	0.12	4	206006.8607	8.698778498	3.3525	2896.56	3	266649.1226	959.9368414	864	A	D	1062	4.884573	52.376832
3.631E+14	1992	61695.07893	102825.1316	0.12	4	209583.3687	8.698778498	3.3525	2946.8475	3	271278.4477	976.6024116	879	A	D	117	4.883927	52.380712
3.631E+14	1976	15048.87129	17704.55446	0.17	4	73389.34098	10.6987785	3.050880626	838.9921722	3	88438.21227	318.3775642	275	A	K	275	4.884315	52.385369
3.631E+14	1998	15213.04079	17897.69505	0.17	4	74189.95198	10.6987785	3.050880626	848.1448141	3	89402.99277	321.850774	278	A	K	0	4.888907	52.383222
3.631E+14	1930	16175.33	19029.8	0.17	4	312748.2081	9.698778498	4	1972	6	328923.5381	1184.124737	493	A	O	100	4.881475	52.37681
3.631E+14	1869	33486.6	44648.8	0.15	4	126365.7213	9.698778498	3.048923679	597.5890411	8	159852.3213	575.4683566	196	C	H	64	4.880279	52.36966
3.631E+14	1997	15267.76396	17962.07525	0.17	4	74456.82231	10.6987785	3.050880626	851.1956947	3	89724.58627	323.0085106	279	A	K	276	4.888509	52.383401
3.631E+14	1885	15267.76396	17962.07525	0.17	4	74456.82231	10.6987785	3.050880626	851.1956947	3	89724.58627	323.0085106	279	A	K	70	4.875673	52.371797
3.631E+14	1999	13220.9	15554	0.17	4	279126.1898	9.698778498	4	1760	6	292347.0898	1052.449523	440	A	O	440	4.898416	52.37467
3.631E+14	1990	62958.45939	104930.7657	0.12	4	213875.1783	8.698778498	3.3525	3007.1925	3	276833.6377	996.6010957	897	A	D	69	4.881464	52.370024
3.631E+14	1775	63590.14962	105983.5827	0.12	4	216021.0831	8.698778498	3.3525	3037.365	3	279611.2327	1006.600438	906	A	D	258	4.891938	52.372261
3.631E+14	1799	33828.3	45104.4	0.15	4	127655.1674	9.698778498	3.048923679	603.6868885	8	161483.4674	581.3404827	198	C	H	37	4.895507	52.376177
3.631E+14	1910	15431.93347	18155.21584	0.17	4	75257.4333	10.6987785	3.050880626	860.3483366	3	90689.36676	326.4817204	282	A+	K	64	4.891208	52.375781
3.631E+14	1812	15431.93347	18155.21584	0.17	4	75257.4333	10.6987785	3.050880626	860.3483366	3	90689.36676	326.4817204	282	A	K	59	4.883389	52.36606
3.631E+14	1718	64011.27644	106685.4607	0.12	4	217451.6863	8.698778498	3.3525	3057.48	3	281462.9628	1013.266666	912	A	D	912	4.891381	52.368197
3.631E+14	1988	65134.28129	108557.1355	0.12	4	221266.6282	8.698778498	3.3525	3111.12	3	286400.9095	1031.043274	928	A+	D	152	4.88892	52.363809
3.631E+14	1500	67731.23	112885.3833	0.12	4	230088.6812	8.698778498	3.3525	3235.1625	3	297819.9112	1072.15168	965	A	D	476	4.899166	52.371959
3.631E+14	1968	22094.47921	25993.50495	0.17	4	86199.11686	10.6987785	3.050880626	985.4344423	3	108293.5961	389.8569459	323	C	K	65	4.902576	52.366266
3.631E+14	1837	55809.93183	65658.74333	0.17	4	530339.7605	9.698778498	4	3344	6	586149.6924	2110.138892	836	G	O	836	4.894593	52.360616
3.631E+14	1667	69415.73728	115692.8955	0.12	4	235811.094	8.698778498	3.3525	3315.6225	3	305226.8313	1098.816593	989	A	D	427	4.892088	52.371911
3.631E+14	1897	81511.87413	95896.3225	0.17	4	774575.1766	9.698778498	4	4884	6	856087.0507	3081.913382	1221	G	O	1221	4.9081	52.364536
3.631E+14	1950	40324.13465	47440.15842	0.17	4	104880.04	10.6987785	3.050880626	1198.996086	3	145204.1747	522.7350288	393	G	K	82	4.887335	52.371532
3.631E+14	1988	76639.21544	127732.0257	0.12	4	241533.5068	8.698778498	3.3525	3396.0825	3	318172.7223	1145.4218	1013	A	D	163	4.899178	52.376138
3.631E+14	1987	28196.11248	33171.89703	0.17	4	122226.6115	10.6987785	3.050880626	1397.303327	3	150422.724	541.5218064	458	B	K	242	4.901655	52.363206
3.631E+14	1916	15705.54931	18477.11683	0.17	4	76591.78495	10.6987785	3.050880626	875.6027397	3	92297.33426	332.2704033	287	A	K	287	4.906578	52.37766
3.631E+14	1879	15705.54931	18477.11683	0.17	4	76591.78495	10.6987785	3.050880626	875.6027397	3	92297.33426	332.2704033	287	A	K	70	4.88321	52.37147
3.631E+14	1905	16143.33465	18992.15842	0.17	4	78726.7476	10.6987785	3.050880626	900.0097847	3	94870.08225	341.5322961	295	A	K	105	4.886073	52.367527
3.631E+14	1991	13521.375	15907.5	0.17	4	285469.9668	9.698778498	4	1800	6	298991.3418	1076.36883	450	A	O	450	4.922556	52.365078
3.631E+14	1865	28257.67604	33244.32475	0.17	4	122493.4819	10.6987785	3.050880626	1400.354207	3	150751.1579	542.7041684	459	B	K	459	4.89859	52.35887
3.631E+14	1669	42068.43564	49492.27723	0.17	4	109416.8356	10.6987785	3.050880626	1250.861057	3	151485.2713	545.3469766	410	G	K	290	4.898268	52.372126
3.631E+14	1990	538.3759398	717.8345865	0.15	4	2476.51754	11.6987785	2.9875	38.8375	2	3014.89348	10.85361653	13	C	L	537	4.896601	52.370151
3.631E+14	1885	23778.92673	27975.20792	0.17	4	82462.93223	10.6987785	3.050880626	942.7221135	3	106241.859	382.4706923	309	D	K	90	4.910574	52.363818
3.631E+14	1895	16635.84317	19571.5802	0.17	4	81128.58058	10.6987785	3.050880626	927.4677104	3	97764.42375	351.9519255	304	A	K	304	4.895576	52.359253
3.631E+14	1759	16854.73584	19829.10099	0.17	4	82196.0619	10.6987785	3.050880626	939.6712329	3	99050.79774	356.5828719	308	A	K	150	4.892451	52.371014
3.631E+14	1807	17183.07485	20215.38218	0.17	4	83797.28389	10.6987785	3.050880626	957.9765166	3	100980.3587	363.5292915	314	A	K	314	4.908696	52.361015
3.631E+14	1725	22528.87129	26504.55446	0.17	4	62447.65742	10.6987785	3.050880626	713.9060665	3	84976.52871	305.9155033	234	E	K	62	4.893079	52.379204
3.631E+14	1983	138786.8282	39428.07619	0.88	3	44825.56692	8.698778498	3.3525	630.27	3	183612.3951	661.0046224	2151	B	U	188	4.894552	52.368201
3.631E+14	1925	67132.26724	89509.68966	0.15	4	277230.9191	9.698778498	3.048923679	1311.037182	8	344363.1864	1239.707471	430	B	H	67	4.88163	52.373485
3.631E+14	1805	17183.07485	20215.38218	0.17	4	83797.28389	10.6987785	3.050880626	957.9765166	3	100980.3587	363.5292915	314	A	K	181	4.908592	52.361122
3.631E+14	2010	17401.96752	20472.90297	0.17	4	84864.76521	10.6987785	3.050880626	970.1800391	3	102266.7327	368.1602378	318	A	K	0	4.930847	52.371186
3.631E+14	2019	77244.46098	128740.7683	0.12	4	243440.9778	8.698778498	3.3525	3422.9025	3	320685.4387	1154.467579	1021	A	D	470	4.893746	52.374713
3.631E+14	1917	77774.05082	129623.418	0.12	4	245110.0148	8.698778498	3.3525	3446.37	3	322884.0657	1162.382636	1028	A	D	270	4.884853	52.365113
3.631E+14	1751	28319.2396	33316.75248	0.17	4	122760.3522	10.6987785	3.050880626	1403.405088	3	151079.5918	543.8865305	460	B	K	460	4.889469	52.375082
3.631E+14	1927	77925.3622	129875.6037	0.12	4	245586.8826	8.698778498	3.3525	3453.075	3	323512.2448	1164.644081	1030	A	D	547	4.87674	52.372242
3.631E+14	1650	23932.83564	28156.27723	0.17	4	82996.67289	10.6987785	3.050880626	948.8238748	3	106929.5085	384.9462307	311	D	K	77	4.901967	52.376257
3.631E+14	1847	18386.98455	21631.74653	0.17	4	89668.43116	10.6987785	3.050880626	1025.09589	3	108055.4157	388.9994966	336	A	K	80	4.908715	52.368798
3.631E+14	1977	29181.1295	34330.74059	0.17	4	126496.5368	10.6987785	3.050880626	1446.117417	3	155677.6663	560.4395988	474	B	K	246	4.889984	52.361819
3.631E+14	1005	67132.26724	89509.68966	0.15	4	277230.9191	9.698778498	3.048923679	1311.037182	8	344363.1864	1239.707471	430	B	H	430	4.89262	52.371689
3.631E+14	1890	29735.20158	34982.5901	0.17	4	128898.3698	10.6987785	3.050880626	1473.575342	3	158633.5714	571.080857	483	B	K	126	4.882267	52.369129
3.631E+14	1985	84280.44028	140467.4005	0.12	4	265615.3274	8.698778498	3.3525	3734.685	3	349895.7676	1259.624764	1114	A	D	61	4.901522	52.372625
3.631E+14	1650	42068.43564	49492.27723	0.17	4	109416.8356	10.6987785	3.050880626	1250.861057	3	151485.2713	545.3469766	410	G	K	39	4.885331	52.38256
3.631E+14	1692	40323.54569	53764.72759	0.15	4	108958.1984	9.698778498	3.048923679	515.2681018	8	149281.7441	537.4142789	169	F	H	92	4.898898	52.373593
3.631E+14	1910	88895.43746	148159.0624	0.12	4	280159.7932	8.698778498	3.3525	3939.1875	3	369055.2307	1328.59883	1175	A+	D	0	4.884807	52.365302
3.631E+14	2012	90030.27283	150050.4547	0.12	4	283736.3012	8.698778498	3.3525	3989.475	3	373766.5741	1345.559667	1190	A	D	109	4.899331	52.37559
3.631E+14	1706	34620.69052	46160.92069	0.15	4	103800.4139	9.698778498	3.048923679	490.8767123	8	138421.1044	498.3159759	161	E	H	65	4.897895	52.371288
3.631E+14	1905	18496.43089	21760.50693	0.17	4	90202.17183	10.6987785	3.050880626	1031.197652	3	108698.6027	391.3149698	338	A	K	55	4.880236	52.379869
3.631E+14	1747	18605.87723	21889.26733	0.17	4	90735.91249	10.6987785	3.050880626	1037.299413	3	109341.7897	393.630443	340	A	K	217	4.88841	52.368625
3.631E+14	1870	19098.38574	22468.68911	0.17	4	93137.74547	10.6987785	3.050880626	1064.757339	3	112236.1312	404.0500723	349	A	K	349	4.895853	52.359479
3.631E+14	1976	19481.44792	22919.3505	0.17	4	95005.83778	10.6987785	3.050880626	1086.113503	3	114487.2857	412.1542285	356	A	K	356	4.88474	52.385479
3.631E+14	1724	91240.7639	152067.9398	0.12	4	287551.2431	8.698778498	3.3525	4043.115	3	378792.007	1363.651225	1206	A	D	357	4.888882	52.367126
3.631E+14	1764	91316.41959	152194.0326	0.12	4	287789.677	8.698778498	3.3525	4046.4675	3	379106.0965	1364.781948	1207	A	D	408	4.89255	52.37399
3.631E+14	1898	93964.36879	156607.2813	0.12	4	296134.8623	8.698778498	3.3525	4163.805	3	390099.2311	1404.357232	1242	A	D	186	4.891903	52.375371
3.631E+14	1986	33864.92911	39841.09307	0.17	4	135836.9984	10.6987785	3.050880626	1552.898239	3	169701.9275	610.926939	509	B	K	71	4.887609	52.384997
3.631E+14	1900	68537.36121	91383.14828	0.15	4	283033.4267	9.698778498	3.048923679	1338.477495	8	351570.7879	1265.654837	439	B	H	265	4.884105	52.363762
3.631E+14	1891	26570.12069	35426.82759	0.15	4	132168.2289	9.698778498	3.048923679	625.0293542	8	158738.3496	571.4580585	205	A	H	61	4.929932	52.370221
3.631E+14	1928	19864.5101	23370.01188	0.17	4	96873.9301	10.6987785	3.050880626	1107.469667	3	116738.4402	420.2583847	363	A	K	46	4.914478	52.369477
3.631E+14	1738	95099.20416	158498.6736	0.12	4	299711.3703	8.698778498	3.3525	4214.0925	3	394810.5744	1421.318068	1257	A	D	0	4.890446	52.367806
3.631E+14	1983	97898.46474	163164.1079	0.12	4	308533.4233	8.698778498	3.3525	4338.135	3	406431.8881	1463.154797	1294	A	D	44	4.899473	52.370738
3.631E+14	1879	35927.4297	42267.56436	0.17	4	144109.9787	10.6987785	3.050880626	1647.475538	3	180037.4084	648.1346701	540	B	K	540	4.895033	52.359278
3.631E+14	1812	21123.14297	24850.75644	0.17	4	103011.9477	10.6987785	3.050880626	1177.639922	3	124135.0907	446.8863264	386	A	K	222	4.885718	52.370384
3.631E+14	2021	97974.12043	163290.2007	0.12	4	308771.8572	8.698778498	3.3525	4341.4875	3	406745.9776	1464.28552	1295	A+	D	903	4.893629	52.374641
3.631E+14	1905	25205.37822	29653.38614	0.17	4	63515.13874	10.6987785	3.050880626	726.109589	3	88720.51696	319.3938611	238	F	K	52	4.906222	52.367161
3.631E+14	1694	98655.02166	164425.0361	0.12	4	310917.762	8.698778498	3.3525	4371.66	3	409572.7837	1474.462021	1304	A	D	1128	4.891902	52.371551
3.631E+14	1005	22436.49901	26395.88119	0.17	4	87533.46852	10.6987785	3.050880626	1000.688845	3	109969.9675	395.8918831	328	C	K	70	4.910131	52.366809
3.631E+14	1882	43710.13069	51423.68317	0.17	4	113686.7609	10.6987785	3.050880626	1299.675147	3	157396.8916	566.6288099	426	G	K	0	4.880355	52.365526
3.631E+14	1705	25087.15248	29514.29703	0.17	4	86999.72786	10.6987785	3.050880626	994.5870841	3	112086.8803	403.5127692	326	D	K	115	4.902436	52.372341
3.631E+14	1905	22504.90297	26476.35644	0.17	4	87800.33885	10.6987785	3.050880626	1003.739726	3	110305.2418	397.0988705	329	C	K	56	4.890441	52.380047
3.631E+14	1905	100243.7912	167072.9853	0.12	4	315924.8732	8.698778498	3.3525	4442.0625	3	416168.6644	1498.207192	1325	A	D	10	4.898386	52.362752
3.631E+14	1686	103723.953	172873.255	0.12	4	326892.8311	8.698778498	3.3525	4596.2775	3	430616.7841	1550.220423	1371	A	D	1369	4.891822	52.370742
3.631E+14	1970	106977.1477	178295.2462	0.12	4	337145.4873	8.698778498	3.3525	4740.435	3	444122.6351	1598.841486	1414	A	D	123	4.896376	52.374617
3.631E+14	1996	108792.8843	181321.4739	0.12	4	342867.9001	8.698778498	3.3525	4820.895	3	451660.7844	1625.978824	1438	A	D	74	4.877092	52.372306
3.631E+14	1882	40800.74741	54400.99655	0.15	4	110247.6446	9.698778498	3.048923679	521.3659491	8	151048.392	543.7742112	171	F	H	53	4.884042	52.378376
3.631E+14	1972	111365.1778	185608.6297	0.12	4	350974.6516	8.698778498	3.3525	4934.88	3	462339.8294	1664.423386	1472	A	D	1472	4.89548	52.375889
3.631E+14	1974	34170	45560	0.15	4	128944.6135	9.698778498	3.048923679	609.7847358	8	163114.6135	587.2126088	200	C	H	95	4.884636	52.379106
3.631E+14	1986	111667.8006	186113.001	0.12	4	351928.3871	8.698778498	3.3525	4948.29	3	463596.1877	1668.946276	1476	A	D	0	4.891926	52.37201
3.631E+14	1724	34170	45560	0.15	4	128944.6135	9.698778498	3.048923679	609.7847358	8	163114.6135	587.2126088	200	C	H	36	4.894195	52.366024
3.631E+14	2006	123167.4657	205279.1095	0.12	4	388170.3348	8.698778498	3.3525	5457.87	3	511337.8005	1840.816082	1628	A	D	71	4.892118	52.362645
3.631E+14	2012	22053.43683	25945.2198	0.17	4	107548.7433	10.6987785	3.050880626	1229.504892	3	129602.1802	466.5678486	403	A++	K	403	4.909775	52.37122
3.631E+14	1890	34340.85	45787.8	0.15	4	129589.3366	9.698778498	3.048923679	612.8336595	8	163930.1866	590.1486718	201	C	H	66	4.875407	52.371922
3.631E+14	1817	35050.76121	46734.34828	0.15	4	105089.86	9.698778498	3.048923679	496.9745597	8	140140.6212	504.5062365	163	E	H	49	4.891569	52.380286
3.631E+14	1970	22108.16	26009.6	0.17	4	107815.6137	10.6987785	3.050880626	1232.555773	3	129923.7737	467.7255852	404	A	K	158	4.901566	52.363287
3.631E+14	1910	22819.56119	26846.54257	0.17	4	111284.928	10.6987785	3.050880626	1272.217221	3	134104.4892	482.7761609	417	A	K	275	4.888128	52.362422
3.631E+14	1709	125285.8251	208809.7084	0.12	4	394846.483	8.698778498	3.3525	5551.74	3	520132.3081	1872.476309	1656	A	D	728	4.891919	52.368657
