in:Windows,in:Walls,in:Roof,in:Infiltration,out:<50kWh/m2,out:<80kWh/m2,out:Space heating demand [kWh/m2],out:Cooling demand [kWh/m2],out:Electricity demand [kWh/m2],out:Total Load Intensity [kWh/m2],out:Co2 emissions [kg],out:Peak_Rooms[W],out:LT_rooms,out:Peak_Attic[W],out:LT_Attic,out:pct_cold,out:cold_comf,out:pct_hot,out:hot_comf,img
acht_w_foil,m_insulation,m_r_insulation,No gap_s + vA,False,False,90.498146,3.606133,48.112917,175.547445,37851.288278,521.334055,LT-ready,2893.010214,Almost LT-ready,0,True,40.981735,False,Windowsacht_w_foil_Wallsm_insulation_Roofm_r_insulation_InfiltrationNogap_s+vA.png
HR++,m_insulation,m_r_insulation,No gap_s + vA,False,True,79.011833,3.638399,48.145183,164.093398,34658.811974,434.209757,LT-ready,2750.537343,Almost LT-ready,0,True,53.767123,False,WindowsHR++_Wallsm_insulation_Roofm_r_insulation_InfiltrationNogap_s+vA.png
triple_glas,m_insulation,m_r_insulation,No gap_s + vA,False,True,72.00794,3.701461,48.208245,157.152567,32714.345318,379.161728,LT-ready,2661.532406,Almost LT-ready,0,True,64.269406,False,Windowstriple_glas_Wallsm_insulation_Roofm_r_insulation_InfiltrationNogap_s+vA.png
double_glas,h_insulation,m_r_insulation,No gap_s + vA,False,False,104.528409,3.48016,47.986944,189.451735,41746.479535,619.861833,LT-ready,3060.418077,Almost LT-ready,0,True,29.634703,False,Windowsdouble_glas_Wallsh_insulation_Roofm_r_insulation_InfiltrationNogap_s+vA.png
acht_w_foil,h_insulation,m_r_insulation,No gap_s + vA,False,False,89.382413,3.590134,48.096917,174.415712,37540.224086,511.598069,LT-ready,2877.916695,Almost LT-ready,0,True,42.031963,False,Windowsacht_w_foil_Wallsh_insulation_Roofm_r_insulation_InfiltrationNogap_s+vA.png
HR++,h_insulation,m_r_insulation,No gap_s + vA,False,True,77.899911,3.622198,48.128982,162.965275,34348.797452,424.312342,LT-ready,2735.062956,Almost LT-ready,0,True,55.057078,False,WindowsHR++_Wallsh_insulation_Roofm_r_insulation_InfiltrationNogap_s+vA.png
triple_glas,h_insulation,m_r_insulation,No gap_s + vA,False,True,70.89137,3.688223,48.195006,156.022758,32403.186933,369.1561,LT-ready,2645.731625,Almost LT-ready,0,True,65.913242,False,Windowstriple_glas_Wallsh_insulation_Roofm_r_insulation_InfiltrationNogap_s+vA.png
double_glas,non_insulated_w,h_r_insulation,No gap_s + vA,False,False,122.068545,3.730193,48.236977,207.241904,46636.560146,805.403644,LT-ready,3166.142157,Almost LT-ready,0,True,21.232877,False,Windowsdouble_glas_Wallsnon_insulated_w_Roofh_r_insulation_InfiltrationNogap_s+vA.png
acht_w_foil,non_insulated_w,h_r_insulation,No gap_s + vA,False,False,106.728332,3.831637,48.33842,192.003134,42375.869075,700.131256,LT-ready,2987.137197,Almost LT-ready,0,True,28.995434,False,Windowsacht_w_foil_Wallsnon_insulated_w_Roofh_r_insulation_InfiltrationNogap_s+vA.png
HR++,non_insulated_w,h_r_insulation,No gap_s + vA,False,False,95.048114,3.874856,48.38164,180.366136,39130.021694,615.402964,LT-ready,2847.871699,Almost LT-ready,0,True,36.575342,False,WindowsHR++_Wallsnon_insulated_w_Roofh_r_insulation_InfiltrationNogap_s+vA.png
triple_glas,non_insulated_w,h_r_insulation,No gap_s + vA,False,False,87.773609,3.943967,48.45075,173.160741,37110.607199,561.977908,LT-ready,2761.559372,Almost LT-ready,0,True,43.03653,False,Windowstriple_glas_Wallsnon_insulated_w_Roofh_r_insulation_InfiltrationNogap_s+vA.png
double_glas,cavity_w_insulation,h_r_insulation,No gap_s + vA,False,False,103.848466,3.463353,47.970137,188.754985,41556.558631,649.597806,LT-ready,2920.395186,Almost LT-ready,0,True,27.694064,False,Windowsdouble_glas_Wallscavity_w_insulation_Roofh_r_insulation_InfiltrationNogap_s+vA.png
acht_w_foil,cavity_w_insulation,h_r_insulation,No gap_s + vA,False,False,88.534302,3.55727,48.064053,173.534737,37302.733489,541.617496,LT-ready,2736.251948,Almost LT-ready,0,True,38.938356,False,Windowsacht_w_foil_Wallscavity_w_insulation_Roofh_r_insulation_InfiltrationNogap_s+vA.png
HR++,cavity_w_insulation,h_r_insulation,No gap_s + vA,False,True,76.976026,3.601252,48.108035,162.020443,34090.833785,454.575597,LT-ready,2592.3335,Almost LT-ready,0,True,50.947489,False,WindowsHR++_Wallscavity_w_insulation_Roofh_r_insulation_InfiltrationNogap_s+vA.png
triple_glas,cavity_w_insulation,h_r_insulation,No gap_s + vA,False,True,69.829898,3.663942,48.170725,154.937005,32106.79598,399.573023,LT-ready,2502.548908,Almost LT-ready,0,True,60.353881,False,Windowstriple_glas_Wallscavity_w_insulation_Roofh_r_insulation_InfiltrationNogap_s+vA.png
double_glas,l_insulation,h_r_insulation,No gap_s + vA,False,False,102.769451,3.439222,47.946006,187.651839,41255.296876,640.455195,LT-ready,2906.072405,Almost LT-ready,0,True,28.184932,False,Windowsdouble_glas_Wallsl_insulation_Roofh_r_insulation_InfiltrationNogap_s+vA.png
acht_w_foil,l_insulation,h_r_insulation,No gap_s + vA,False,False,87.517821,3.543294,48.050077,172.50428,37019.370708,532.303572,LT-ready,2721.585249,Almost LT-ready,0,True,39.714612,False,Windowsacht_w_foil_Wallsl_insulation_Roofh_r_insulation_InfiltrationNogap_s+vA.png
HR++,l_insulation,h_r_insulation,No gap_s + vA,False,True,75.946407,3.586209,48.092992,160.975781,33803.764063,445.11187,LT-ready,2577.331379,Almost LT-ready,0,True,52.077626,False,WindowsHR++_Wallsl_insulation_Roofh_r_insulation_InfiltrationNogap_s+vA.png
triple_glas,l_insulation,h_r_insulation,No gap_s + vA,False,True,68.72637,3.651283,48.158067,153.820819,31799.29345,400.136529,LT-ready,2487.273187,Almost LT-ready,0,True,61.906393,False,Windowstriple_glas_Wallsl_insulation_Roofh_r_insulation_InfiltrationNogap_s+vA.png
double_glas,m_insulation,h_r_insulation,No gap_s + vA,False,False,100.6394,3.408344,47.915127,185.490909,40661.426071,622.252119,LT-ready,2877.579562,Almost LT-ready,0,True,29.406393,False,Windowsdouble_glas_Wallsm_insulation_Roofh_r_insulation_InfiltrationNogap_s+vA.png
acht_w_foil,m_insulation,h_r_insulation,No gap_s + vA,False,False,85.377569,3.516059,48.022843,170.336794,36422.846145,513.754141,LT-ready,2692.384003,Almost LT-ready,0,True,41.563927,False,Windowsacht_w_foil_Wallsm_insulation_Roofh_r_insulation_InfiltrationNogap_s+vA.png
HR++,m_insulation,h_r_insulation,No gap_s + vA,False,True,73.86552,3.558621,48.065405,158.867307,33223.72991,426.254283,LT-ready,2547.4189,Almost LT-ready,0,True,54.497717,False,WindowsHR++_Wallsm_insulation_Roofh_r_insulation_InfiltrationNogap_s+vA.png
triple_glas,m_insulation,h_r_insulation,No gap_s + vA,False,True,66.768838,3.618448,48.125231,151.830451,31253.298242,370.947162,LT-ready,2456.764648,LT-ready,0,True,65.182648,False,Windowstriple_glas_Wallsm_insulation_Roofh_r_insulation_InfiltrationNogap_s+vA.png
double_glas,h_insulation,h_r_insulation,No gap_s + vA,False,False,99.506888,3.396358,47.903141,184.346411,40345.89744,612.655949,LT-ready,2862.569219,Almost LT-ready,0,True,29.965753,False,Windowsdouble_glas_Wallsh_insulation_Roofh_r_insulation_InfiltrationNogap_s+vA.png
acht_w_foil,h_insulation,h_r_insulation,No gap_s + vA,False,False,84.296912,3.495687,48.002471,169.235765,36121.316427,503.97159,LT-ready,2676.983996,Almost LT-ready,0,True,42.579909,False,Windowsacht_w_foil_Wallsh_insulation_Roofh_r_insulation_InfiltrationNogap_s+vA.png
HR++,h_insulation,h_r_insulation,No gap_s + vA,False,True,72.757358,3.539789,48.046572,157.740312,32914.628878,416.305906,LT-ready,2531.617446,Almost LT-ready,0,True,55.753425,False,WindowsHR++_Wallsh_insulation_Roofh_r_insulation_InfiltrationNogap_s+vA.png
triple_glas,h_insulation,h_r_insulation,No gap_s + vA,False,True,65.650176,3.602685,48.109469,150.696027,30941.431502,360.888969,LT-ready,2440.608907,LT-ready,0,True,66.952055,False,Windowstriple_glas_Wallsh_insulation_Roofh_r_insulation_InfiltrationNogap_s+vA.png
double_glas,non_insulated_w,non_insulated_r,min gap_s + vC1,False,False,169.321637,4.65663,49.163413,255.421432,59823.116629,779.293382,LT-ready,4568.462235,Not LT-ready,0,True,17.83105,False,Windowsdouble_glas_Wallsnon_insulated_w_Roofnon_insulated_r_Infiltrationmingap_s+vC1.png
acht_w_foil,non_insulated_w,non_insulated_r,min gap_s + vC1,False,False,154.736217,4.75203,49.258814,240.931413,55772.013976,676.115805,LT-ready,4415.243569,Not LT-ready,0,True,23.961187,False,Windowsacht_w_foil_Wallsnon_insulated_w_Roofnon_insulated_r_Infiltrationmingap_s+vC1.png
